scenario,search_location,hotel_name,stars_clean,district,address,room_class,room_type,bed_class,bed_type,rooms,final_price,original_price,discount_percent,rating_clean,review_count,location_clean,distance_km,free_cancel_bool,breakfast_bool,badge_clean,adults,children,total_guests,check_in
Random_4A_0C_2R,Ho Chi Minh,Eastin Grand Hotel Saigon,5,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi/2 Giường Đơn,Double/Large,Phòng Superior Giường Đôi/2 Giường Đơn,2,5178756,5178756,0,8.6,1631,,3.7,0,0,No Deal,4,0,4,12/23/2025
Random_4A_0C_1R,Ho Chi Minh,Eastin Grand Hotel Saigon,5,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi/2 Giường Đơn,Double/Large,Phòng Superior Giường Đôi/2 Giường Đơn,1,5179628,5179628,0,8.6,1631,,3.7,0,0,No Deal,4,0,4,12/23/2025
Random_4A_0C_3R,Ho Chi Minh,Eastin Grand Hotel Saigon,5,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi/2 Giường Đơn,Double/Large,Phòng Superior Giường Đôi/2 Giường Đơn,3,7768134,7768134,0,8.6,1631,,3.7,0,0,No Deal,4,0,4,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,Eastin Grand Hotel Saigon,5,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi/2 Giường Đơn,Double/Large,Phòng Superior Giường Đôi/2 Giường Đơn,2,7769442,7769442,0,8.6,1631,,3.7,0,0,No Deal,5,0,5,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,Eastin Grand Hotel Saigon,5,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi/2 Giường Đơn,Double/Large,Phòng Superior Giường Đôi/2 Giường Đơn,4,10359256,10359256,0,8.6,1631,,3.7,0,0,No Deal,6,1,7,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,Ecogreen Saigon Apartment,0,Quận 7,"Quận 7, TP. Hồ Chí Minh",Presidential/Suite,Suite Căn hộ 3 Phòng ngủ,Double/Large,3 giường đôi lớn,2,3660000,9150000,60,,,,4,0,0,Ưu Đãi Cuối Năm,5,0,5,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,Ecogreen Saigon Apartment,0,Quận 7,"Quận 7, TP. Hồ Chí Minh",Apartment/Studio,Căn Hộ 1 Phòng Ngủ,Double/Large,1 giường đôi,4,5160000,12900000,60,,,,4,0,0,Ưu Đãi Cuối Năm,6,1,7,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,Eden Star Saigon Hotel,4,Quận 1,"Quận 1, TP. Hồ Chí Minh",Presidential/Suite,Suite Junior 3 Người + Minibar Miễn Phí,Double/Large,"2 giường (1 giường đơn, 1 giường đôi)",1,4921780,11446000,57,8.6,1803,,1.2,0,1,Ưu Đãi Cuối Năm,2,0,2,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,Eden Star Saigon Hotel,4,Quận 1,"Quận 1, TP. Hồ Chí Minh",Presidential/Suite,Suite Panorama với tầm nhìn ra thành phố và trà chiều hàng ngày,Double/Large,1 giường đôi cực lớn,2,11954086,27800200,57,8.6,1803,,1.2,0,1,Ưu Đãi Cuối Năm,5,0,5,12/23/2025
Random_4A_2C_2R_Ages(9_7),Ho Chi Minh,Eden Star Saigon Hotel,4,Quận 1,"Quận 1, TP. Hồ Chí Minh",Presidential/Suite,Suite Panorama với tầm nhìn ra thành phố và trà chiều hàng ngày,Double/Large,1 giường đôi cực lớn,2,12104586,28150200,57,8.6,1803,,1.2,0,1,Ưu Đãi Cuối Năm,4,2,6,12/23/2025
Random_4A_0C_3R,Ho Chi Minh,Eden Star Saigon Hotel,4,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Từ Công Ty Đối Tác,Double/Large,6 giường đôi,3,16182289,16182289,0,8.6,1803,,1.2,0,1,No Deal,4,0,4,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,Eden Star Saigon Hotel,4,Quận 1,"Quận 1, TP. Hồ Chí Minh",Presidential/Suite,Suite Panorama Luxury với tầm nhìn ra thành phố và trà chiều hàng ngày,Double/Large,1 giường đôi cực lớn,4,20654792,48034400,57,8.6,1803,,1.2,0,1,Ưu Đãi Cuối Năm,6,1,7,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,Edoya Hotel Ben Thanh,3,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Superior Double No window with Free Minibar,Double/Large,1 giường đôi lớn,1,1741050,3285000,47,7.8,329,,0.25,0,1,No Deal,2,0,2,12/23/2025
Random_2A_1C_1R_Ages(10),Ho Chi Minh,Edoya Hotel Ben Thanh,3,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Superior Double No window with Free Minibar,Double/Large,1 giường đôi lớn,1,1884150,1884150,0,7.8,329,,0.25,0,1,No Deal,2,1,3,12/23/2025
Random_4A_0C_3R,Ho Chi Minh,Edoya Hotel Phu My Hung,3,Quận 7,"Quận 7, TP. Hồ Chí Minh (Phú Mỹ Hưng)",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,3,2082689,2082689,0,8.4,51,,4.8,0,0,No Deal,4,0,4,12/23/2025
Random_5A_0C_3R,Ho Chi Minh,Edoya Hotel Phu My Hung,3,Quận 7,"Quận 7, TP. Hồ Chí Minh (Phú Mỹ Hưng)",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,3,2700000,2700000,0,8.4,51,,4.8,1,0,No Deal,5,0,5,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,Edoya Hotel Phu My Hung,3,Quận 7,"Quận 7, TP. Hồ Chí Minh (Phú Mỹ Hưng)",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,4,3600000,3600000,0,8.4,51,,4.8,1,0,No Deal,6,1,7,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,EEA Central Saigon Hotel,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,1,746600,746600,0,8.2,931,,0.8,0,0,No Deal,2,0,2,12/23/2025
Random_1A_0C_1R,Ho Chi Minh,EEA Central Saigon Hotel,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,1,780549,1115070,30,8.2,931,,0.8,1,0,Ưu Đãi Cuối Năm,1,0,1,12/23/2025
Random_2A_1C_1R_Ages(10),Ho Chi Minh,EEA Central Saigon Hotel,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,1,944300,1349000,30,8.2,931,,0.8,1,0,Ưu Đãi Cuối Năm,2,1,3,12/23/2025
Random_3A_0C_1R,Ho Chi Minh,EEA Central Saigon Hotel,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Comfort 3 Người,Double/Large,"2 giường (1 giường đơn, 1 giường đôi lớn)",1,1013449,1013449,0,8.2,931,,0.8,0,0,No Deal,3,0,3,12/23/2025
Random_1A_3C_1R_Ages(14_4_3),Ho Chi Minh,EEA Central Saigon Hotel,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Comfort 3 Người,Double/Large,"2 giường (1 giường đơn, 1 giường đôi lớn)",1,1329300,1899000,30,8.2,931,,0.8,1,0,Ưu Đãi Cuối Năm,1,3,4,12/23/2025
Random_2A_2C_1R_Ages(10_15),Ho Chi Minh,EEA Central Saigon Hotel,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Comfort 3 Người,Double/Large,"2 giường (1 giường đơn, 1 giường đôi lớn)",1,1434300,2049000,30,8.2,931,,0.8,1,0,Ưu Đãi Cuối Năm,2,2,4,12/23/2025
Random_2A_0C_2R,Ho Chi Minh,EEA Central Saigon Hotel,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2,1561098,2230140,30,8.2,931,,0.8,1,0,Ưu Đãi Cuối Năm,2,0,2,12/23/2025
Random_4A_0C_1R,Ho Chi Minh,EEA Central Saigon Hotel,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,1,1678600,2398000,30,8.2,931,,0.8,1,0,Ưu Đãi Cuối Năm,4,0,4,12/23/2025
Random_2A_3C_2R_Ages(12_9_9),Ho Chi Minh,EEA Central Saigon Hotel,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2,1783600,2548000,30,8.2,931,,0.8,1,0,Ưu Đãi Cuối Năm,2,3,5,12/23/2025
Random_4A_2C_2R_Ages(9_7),Ho Chi Minh,EEA Central Saigon Hotel,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2,1888600,2698000,30,8.2,931,,0.8,1,0,Ưu Đãi Cuối Năm,4,2,6,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,EEA Central Saigon Hotel,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2,2168600,3098000,30,8.2,931,,0.8,1,0,Ưu Đãi Cuối Năm,5,0,5,12/23/2025
Random_4A_0C_3R,Ho Chi Minh,EEA Central Saigon Hotel,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,3,2680398,3829140,30,8.2,931,,0.8,1,0,Ưu Đãi Cuối Năm,4,0,4,12/23/2025
Random_5A_0C_3R,Ho Chi Minh,EEA Central Saigon Hotel,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,3,2739149,3913070,30,8.2,931,,0.8,1,0,Ưu Đãi Cuối Năm,5,0,5,12/23/2025
Random_6A_0C_3R,Ho Chi Minh,EEA Central Saigon Hotel,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,3,2797900,3997000,30,8.2,931,,0.8,1,0,Ưu Đãi Cuối Năm,6,0,6,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,EEA Central Saigon Hotel,2,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,4,4009698,5728140,30,8.2,931,,0.8,1,0,Ưu Đãi Cuối Năm,6,1,7,12/23/2025
Random_1A_0C_1R,Ho Chi Minh,Ekomo Home 102 - Central Saigon,3,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Apartment/Studio,Studio Có Giường Cỡ Queen,Double/Large,Studio Có Giường Cỡ Queen,1,871100,1405000,38,8.7,316,,1.5,0,0,Ưu Đãi Cuối Năm,1,0,1,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,Ekomo Home 102 - Central Saigon,3,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Apartment/Studio,Studio Có Giường Cỡ Queen,Double/Large,Studio Có Giường Cỡ Queen,1,871720,1406000,38,8.7,316,,1.5,0,0,Ưu Đãi Cuối Năm,2,0,2,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,Ekomo Home 95 - Metro Ben Thanh,3,Quận 1,"Quận 1, TP. Hồ Chí Minh",Apartment/Studio,Studio Superior,Double/Large,1 giường đôi lớn,1,975000,1300000,25,9.4,89,9.6,1.1,0,0,Ưu Đãi Cuối Năm,2,0,2,12/23/2025
Random_4A_0C_1R,Ho Chi Minh,Ekomo Home 95 - Metro Ben Thanh,3,Quận 1,"Quận 1, TP. Hồ Chí Minh",Apartment/Studio,Studio Superior,Double/Large,1 giường đôi lớn,1,1987500,2650000,25,9.4,90,9.6,1.1,0,0,Ưu Đãi Cuối Năm,4,0,4,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,Elegant Feel Inn - M&A,3,Quận 1,"Quận 1, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,1 giường đôi,1,672124,672124,0,7.5,263,,0.7,0,0,No Deal,2,0,2,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,Elegant Feel Inn - M&A,3,Quận 1,"Quận 1, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,1 giường đôi,1,694493,694493,0,7.5,263,,0.7,0,0,No Deal,2,0,2,12/23/2025
Random_2A_0C_2R,Ho Chi Minh,Elegant Feel Inn - M&A,3,Quận 1,"Quận 1, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,1 giường đôi,2,768240,960300,20,7.5,263,,0.7,1,0,No Deal,2,0,2,12/23/2025
Random_4A_0C_2R,Ho Chi Minh,Elegant Feel Inn - M&A,3,Quận 1,"Quận 1, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,2 giường đôi,2,1344248,1344248,0,7.5,263,,0.7,0,0,No Deal,4,0,4,12/23/2025
Random_3A_0C_1R,Ho Chi Minh,Elegant Feel Inn - M&A,3,Quận 1,"Quận 1, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,2 giường đôi,1,1536480,1920600,20,7.5,263,,0.7,1,0,No Deal,3,0,3,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,Elegant Feel Inn - M&A,3,Quận 1,"Quận 1, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,3 giường đôi,2,2304720,2880900,20,7.5,263,,0.7,1,0,No Deal,5,0,5,12/23/2025
Random_4A_2C_2R_Ages(9_7),Ho Chi Minh,Elegant Feel Inn - M&A,3,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Có Giường Cỡ King Với Ban Công,Double/Large,Phòng Có Giường Cỡ King Với Ban Công,2,2340360,2925450,20,7.5,263,,0.7,1,0,No Deal,4,2,6,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,Elegant Feel Inn - M&A,3,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Có Giường Cỡ King Với Ban Công,Double/Large,Phòng Có Giường Cỡ King Với Ban Công,4,3108600,3885750,20,7.5,263,,0.7,1,0,No Deal,6,1,7,12/23/2025
Random_4A_0C_3R,Ho Chi Minh,Elegant Homestay Saigon,0,Quận 3,"Quận 3, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,1 giường đôi lớn,3,884800,1106000,20,8.6,84,,2.3,1,0,Ưu Đãi Cuối Năm,4,0,4,12/23/2025
Random_3A_0C_1R,Ho Chi Minh,Elegant Homestay Saigon,0,Quận 3,"Quận 3, TP. Hồ Chí Minh",Family/Large,Phòng gia đình với phòng tắm riêng.,Bunk,8 giường tầng,1,636400,795500,20,8.6,84,,2.3,1,0,Ưu Đãi Cuối Năm,3,0,3,12/23/2025
Random_4A_0C_1R,Ho Chi Minh,Elegant Homestay Saigon,0,Quận 3,"Quận 3, TP. Hồ Chí Minh",Family/Large,Phòng gia đình với phòng tắm riêng.,Bunk,8 giường tầng,1,784400,980500,20,8.6,84,,2.3,1,0,Ưu Đãi Cuối Năm,4,0,4,12/23/2025
Random_4A_0C_2R,Ho Chi Minh,Elegant Homestay Saigon,0,Quận 3,"Quận 3, TP. Hồ Chí Minh",Dormitory,Giường Tầng Trong Phòng Ngủ Tập Thể Cho Nam Và Nữ,Bunk,Giường Tầng Trong Phòng Ngủ Tập Thể Cho Nam Và Nữ,2,830800,1038500,20,8.6,84,,2.3,1,0,Ưu Đãi Cuối Năm,4,0,4,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,Elegant Homestay Saigon,0,Quận 3,"Quận 3, TP. Hồ Chí Minh",Dormitory,Giường Tầng Trong Phòng Ngủ Tập Thể Cho Nam Và Nữ,Bunk,Giường Tầng Trong Phòng Ngủ Tập Thể Cho Nam Và Nữ,2,978800,1223500,20,8.6,84,,2.3,1,0,Ưu Đãi Cuối Năm,5,0,5,12/23/2025
Random_5A_0C_3R,Ho Chi Minh,Elegant Homestay Saigon,0,Quận 3,"Quận 3, TP. Hồ Chí Minh",Family/Large,Phòng gia đình với phòng tắm riêng.,Bunk,8 giường tầng,3,1025200,1281500,20,8.6,84,,2.3,1,0,Ưu Đãi Cuối Năm,5,0,5,12/23/2025
Random_6A_0C_3R,Ho Chi Minh,Elegant Homestay Saigon,0,Quận 3,"Quận 3, TP. Hồ Chí Minh",Family/Large,Phòng gia đình với phòng tắm riêng.,Bunk,8 giường tầng,3,1173200,1466500,20,8.6,84,,2.3,1,0,Ưu Đãi Cuối Năm,6,0,6,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,Elegant Homestay Saigon,0,Quận 3,"Quận 3, TP. Hồ Chí Minh",Dormitory,Giường Tầng Trong Phòng Ngủ Tập Thể Cho Nam Và Nữ,Bunk,Giường Tầng Trong Phòng Ngủ Tập Thể Cho Nam Và Nữ,4,1367600,1709500,20,8.6,84,,2.3,1,0,Ưu Đãi Cuối Năm,6,1,7,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,Elegant Studio Sunrise City View D7 Hana's Apart,3,Quận 7,"Quận 7, TP. Hồ Chí Minh",Apartment/Studio,Căn Hộ 1 Phòng Ngủ,Double/Large,1 giường đôi lớn,1,900000,900000,0,8.4,5,,3.4,0,0,No Deal,2,0,2,12/23/2025
Random_3A_0C_1R,Ho Chi Minh,Elegant Studio Sunrise City View D7 Hana's Apart,3,Quận 7,"Quận 7, TP. Hồ Chí Minh",Apartment/Studio,Căn Hộ 1 Phòng Ngủ,Double/Large,1 giường đôi lớn,1,1050000,1050000,0,8.4,5,,3.4,0,0,No Deal,3,0,3,12/23/2025
Random_4A_0C_1R,Ho Chi Minh,Elegant Studio Sunrise City View D7 Hana's Apart,3,Quận 7,"Quận 7, TP. Hồ Chí Minh",Apartment/Studio,Căn Hộ 1 Phòng Ngủ,Double/Large,1 giường đôi lớn,1,1200000,1200000,0,8.4,5,,3.4,0,0,No Deal,4,0,4,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,Elegant Zenity and D1Mension condos in District 1 - Host by Thomas,5,Quận 1,"Quận 1, TP. Hồ Chí Minh",Apartment/Studio,Căn Hộ 2 Phòng Ngủ Có Ban Công,Double/Large,"3 giường (1 giường đôi rất lớn, 1 giường sofa, 1 giường đôi lớn)",1,3458000,3458000,0,8.7,62,,2.6,0,0,No Deal,2,0,2,12/23/2025
Random_6A_0C_3R,Ho Chi Minh,Elegant Zenity and D1Mension condos in District 1 - Host by Thomas,5,Quận 1,"Quận 1, TP. Hồ Chí Minh",Apartment/Studio,Căn Hộ 2 Phòng Ngủ Có Ban Công,Double/Large,"3 giường (1 giường sofa, 2 giường đôi lớn)",3,7604870,7604870,0,8.7,62,,2.6,0,0,No Deal,6,0,6,12/23/2025
Random_4A_0C_2R,Ho Chi Minh,Elisa Boutique Saigon Hotel,0,Tp. Hồ,TP. Hồ Chí Minh,Standard/Superior,Phòng Có Giường Cỡ Queen,Double/Large,Phòng Có Giường Cỡ Queen,2,1260000,1260000,0,7.9,26,,4.7,0,0,No Deal,4,0,4,12/23/2025
Random_3A_0C_1R,Ho Chi Minh,Elite Landmark Plus Central CityView,0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh (Hàng Xanh)",Apartment/Studio,Căn Hộ 2 Phòng Ngủ,Double/Large,"2 giường (1 giường đôi rất lớn, 1 giường đôi lớn)",1,3150000,9000000,65,9.7,4,10,3.1,0,0,Ưu Đãi Trong Thời Gian Có Hạn,3,0,3,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,Elite Landmark Plus Central CityView,0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh (Hàng Xanh)",Family/Large,Căn Hộ 4 Phòng Ngủ,Double/Large,"4 giường (2 giường đôi rất lớn, 2 giường đôi lớn)",4,7000000,20000000,65,9.7,4,10,3.1,0,0,Ưu Đãi Trong Thời Gian Có Hạn,6,1,7,12/23/2025
Random_1A_0C_1R,Ho Chi Minh,Elite SOFEA Saigon Hotel and Spa,4,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi/2 Giường Đơn,Double/Large,Phòng Tiêu Chuẩn Giường Đôi/2 Giường Đơn,1,1393732,6636819,79,8.6,552,9.4,0.6,0,0,Ưu Đãi Cuối Năm,1,0,1,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,Elite SOFEA Saigon Hotel and Spa,4,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi/2 Giường Đơn,Double/Large,Phòng Tiêu Chuẩn Giường Đôi/2 Giường Đơn,1,1548591,7374243,79,8.6,552,9.4,0.6,0,0,Ưu Đãi Cuối Năm,2,0,2,12/23/2025
Random_2A_0C_2R,Ho Chi Minh,Elite SOFEA Saigon Hotel and Spa,4,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi/2 Giường Đơn,Double/Large,Phòng Tiêu Chuẩn Giường Đôi/2 Giường Đơn,2,1780880,8480379,79,8.6,552,9.4,0.6,1,1,Ưu Đãi Cuối Năm,2,0,2,12/23/2025
Random_3A_0C_1R,Ho Chi Minh,Elite SOFEA Saigon Hotel and Spa,4,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Deluxe,Phòng Deluxe Giường Đôi/2 Giường Đơn Nhìn Ra Thành Phố,Double/Large,Phòng Deluxe Giường Đôi/2 Giường Đơn Nhìn Ra Thành Phố,1,2234009,2234009,0,8.6,552,9.4,0.6,0,0,No Deal,3,0,3,12/23/2025
Random_4A_0C_2R,Ho Chi Minh,Elite SOFEA Saigon Hotel and Spa,4,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi/2 Giường Đơn,Double/Large,Phòng Tiêu Chuẩn Giường Đôi/2 Giường Đơn,2,2834815,2834815,0,8.6,552,9.4,0.6,0,0,No Deal,4,0,4,12/23/2025
Random_2A_1C_1R_Ages(10),Ho Chi Minh,Elite SOFEA Saigon Hotel and Spa,4,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng Superior 3 Người,Double/Large,"2 giường (1 giường đơn, 1 giường đôi lớn)",1,3622977,17252270,79,8.6,552,9.4,0.6,1,1,Ưu Đãi Cuối Năm,2,1,3,12/23/2025
Random_2A_2C_1R_Ages(10_15),Ho Chi Minh,Elite SOFEA Saigon Hotel and Spa,4,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng 4 Người Tiện nghi,Double/Large,2 giường đôi lớn,1,5210645,24812597,79,8.6,552,9.4,0.6,1,1,Ưu Đãi Cuối Năm,2,2,4,12/23/2025
Random_5A_0C_3R,Ho Chi Minh,Elite SOFEA Saigon Hotel and Spa,4,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi/2 Giường Đơn,Double/Large,Phòng Tiêu Chuẩn Giường Đôi/2 Giường Đơn,3,5342640,25441137,79,8.6,552,9.4,0.6,1,1,Ưu Đãi Cuối Năm,5,0,5,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,Elite SOFEA Saigon Hotel and Spa,4,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi/2 Giường Đơn,Double/Large,Phòng Tiêu Chuẩn Giường Đôi/2 Giường Đơn,2,5403857,25732649,79,8.6,552,9.4,0.6,1,1,Ưu Đãi Cuối Năm,5,0,5,12/23/2025
Random_4A_0C_3R,Ho Chi Minh,Elite SOFEA Saigon Hotel and Spa,4,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi/2 Giường Đơn,Double/Large,Phòng Tiêu Chuẩn Giường Đôi/2 Giường Đơn,3,5851462,27864103,79,8.6,552,9.4,0.6,1,1,Ưu Đãi Cuối Năm,4,0,4,12/23/2025
Random_4A_2C_2R_Ages(9_7),Ho Chi Minh,Elite SOFEA Saigon Hotel and Spa,4,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi/2 Giường Đơn,Double/Large,Phòng Tiêu Chuẩn Giường Đôi/2 Giường Đơn,2,6991525,33292976,79,8.6,552,9.4,0.6,1,1,Ưu Đãi Cuối Năm,4,2,6,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,Elite SOFEA Saigon Hotel and Spa,4,Quận 1,"Quận 1, TP. Hồ Chí Minh (Le Thanh Ton)",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi/2 Giường Đơn,Double/Large,Phòng Tiêu Chuẩn Giường Đôi/2 Giường Đơn,4,7628606,36326688,79,8.6,552,9.4,0.6,1,1,Ưu Đãi Cuối Năm,6,1,7,12/23/2025
Random_1A_0C_1R,Binh Duong,ELIZABETH HOTEL,4,Binh Duong,Thủ Dầu Một,Standard/Superior,Phòng Superior Có Giường Cỡ Queen,Double/Large,Phòng Superior Có Giường Cỡ Queen,1,847129,847129,0,8.5,78,,,0,1,No Deal,1,0,1,12/23/2025
Random_2A_0C_1R,Binh Duong,ELIZABETH HOTEL,4,Binh Duong,Thủ Dầu Một,Standard/Superior,Phòng Superior Có Giường Cỡ Queen,Double/Large,Phòng Superior Có Giường Cỡ Queen,1,1016607,1016607,0,8.5,78,,,0,1,No Deal,2,0,2,12/23/2025
Random_2A_0C_2R,Binh Duong,ELIZABETH HOTEL,4,Binh Duong,Thủ Dầu Một,Standard/Superior,Phòng Superior Có Giường Cỡ Queen,Double/Large,Phòng Superior Có Giường Cỡ Queen,2,1694257,1694257,0,8.5,78,,,0,1,No Deal,2,0,2,12/23/2025
Random_2A_1C_1R_Ages(10),Binh Duong,ELIZABETH HOTEL,4,Binh Duong,Thủ Dầu Một,Standard/Superior,Phòng Giường Đôi/2 Giường Đơn Nhìn Ra Hồ Bơi,Double/Large,Phòng Giường Đôi/2 Giường Đơn Nhìn Ra Hồ Bơi,1,1996675,1996675,0,8.5,78,,,0,1,No Deal,2,1,3,12/23/2025
