scenario,search_location,hotel_name,stars_clean,district,address,room_class,room_type,bed_class,bed_type,rooms,final_price,original_price,discount_percent,rating_clean,review_count,location_clean,distance_km,free_cancel_bool,breakfast_bool,badge_clean,adults,children,total_guests,check_in
Random_4A_0C_3R,Binh Duong,ELIZABETH HOTEL,4,Binh Duong,Thủ Dầu Một,Standard/Superior,Phòng Giường Đôi/2 Giường Đơn Nhìn Ra Hồ Bơi,Double/Large,Phòng Giường Đôi/2 Giường Đơn Nhìn Ra Hồ Bơi,3,3218773,3218773,0,8.5,78,,,0,1,No Deal,4,0,4,12/23/2025
Random_3A_0C_1R,Binh Duong,ELIZABETH HOTEL,4,Binh Duong,Thủ Dầu Một,Standard/Superior,Phòng Giường Đôi/2 Giường Đơn Nhìn Ra Hồ Bơi,Double/Large,Phòng Giường Đôi/2 Giường Đơn Nhìn Ra Hồ Bơi,1,3392397,3392397,0,8.5,78,,,0,1,No Deal,3,0,3,12/23/2025
Random_2A_2C_1R_Ages(10_15),Binh Duong,ELIZABETH HOTEL,4,Binh Duong,Thủ Dầu Một,Standard/Superior,Phòng Giường Đôi/2 Giường Đơn Nhìn Ra Hồ Bơi,Double/Large,Phòng Giường Đôi/2 Giường Đơn Nhìn Ra Hồ Bơi,1,3562397,3562397,0,8.5,78,,,0,1,No Deal,2,2,4,12/23/2025
Random_4A_0C_1R,Binh Duong,ELIZABETH HOTEL,4,Binh Duong,Thủ Dầu Một,Standard/Superior,Phòng Giường Đôi/2 Giường Đơn Nhìn Ra Hồ Bơi,Double/Large,Phòng Giường Đôi/2 Giường Đơn Nhìn Ra Hồ Bơi,1,3653350,3653350,0,8.5,78,,,0,1,No Deal,4,0,4,12/23/2025
Random_2A_3C_2R_Ages(12_9_9),Binh Duong,ELIZABETH HOTEL,4,Binh Duong,Thủ Dầu Một,Standard/Superior,Phòng Giường Đôi/2 Giường Đơn Nhìn Ra Hồ Bơi,Double/Large,Phòng Giường Đôi/2 Giường Đơn Nhìn Ra Hồ Bơi,2,3732397,3732397,0,8.5,78,,,0,1,No Deal,2,3,5,12/23/2025
Random_4A_2C_2R_Ages(9_7),Binh Duong,ELIZABETH HOTEL,4,Binh Duong,Thủ Dầu Một,Standard/Superior,Phòng Giường Đôi/2 Giường Đơn Nhìn Ra Hồ Bơi,Double/Large,Phòng Giường Đôi/2 Giường Đơn Nhìn Ra Hồ Bơi,2,3993350,3993350,0,8.5,78,,,0,1,No Deal,4,2,6,12/23/2025
Random_4A_0C_3R,Binh Duong,ELIZABETH HOTEL,4,Binh Duong,Thủ Dầu Một,Standard/Superior,Phòng Giường Đôi/2 Giường Đơn Nhìn Ra Hồ Bơi,Double/Large,Phòng Giường Đôi/2 Giường Đơn Nhìn Ra Hồ Bơi,3,4958119,4958119,0,8.5,78,,,0,1,No Deal,4,0,4,12/23/2025
Random_5A_0C_2R,Binh Duong,ELIZABETH HOTEL,4,Binh Duong,Thủ Dầu Một,Standard/Superior,Phòng Giường Đôi/2 Giường Đơn Nhìn Ra Hồ Bơi,Double/Large,Phòng Giường Đôi/2 Giường Đơn Nhìn Ra Hồ Bơi,2,5219072,5219072,0,8.5,78,,,0,1,No Deal,5,0,5,12/23/2025
Random_6A_0C_3R,Binh Duong,ELIZABETH HOTEL,4,Binh Duong,Thủ Dầu Một,Standard/Superior,Phòng Giường Đôi/2 Giường Đơn Nhìn Ra Hồ Bơi,Double/Large,Phòng Giường Đôi/2 Giường Đơn Nhìn Ra Hồ Bơi,3,5480025,5480025,0,8.5,78,,,0,1,No Deal,6,0,6,12/23/2025
Random_6A_1C_4R_Ages(7),Binh Duong,ELIZABETH HOTEL,4,Binh Duong,Thủ Dầu Một,Standard/Superior,Phòng Giường Đôi/2 Giường Đơn Nhìn Ra Hồ Bơi,Double/Large,Phòng Giường Đôi/2 Giường Đơn Nhìn Ra Hồ Bơi,4,6954794,6954794,0,8.5,78,,,0,1,No Deal,6,1,7,12/23/2025
Random_2A_0C_2R,Ho Chi Minh,Elizabeth hotel 엘리자베스 호텔,0,Quận 7,"Quận 7, TP. Hồ Chí Minh (Phú Mỹ Hưng)",Deluxe,Phòng Deluxe Giường Đôi,Single/Twin,2 giường đơn,2,4100000,4100000,0,,,,5,0,1,No Deal,2,0,2,12/23/2025
Random_5A_0C_3R,Ho Chi Minh,Elizabeth hotel 엘리자베스 호텔,3,Quận 7,"Quận 7, TP. Hồ Chí Minh (Phú Mỹ Hưng)",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,3 giường đôi lớn,3,5100000,5100000,0,,,,5,1,1,No Deal,5,0,5,12/23/2025
Random_5A_0C_3R,Ho Chi Minh,Elizabeth hotel 엘리자베스 호텔,3,Quận 7,"Quận 7, TP. Hồ Chí Minh (Phú Mỹ Hưng)",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,"6 giường (3 giường đôi, 3 giường đôi rất lớn)",3,5850000,5850000,0,,,,5,0,1,No Deal,5,0,5,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,Elizabeth hotel 엘리자베스 호텔,3,Quận 7,"Quận 7, TP. Hồ Chí Minh (Phú Mỹ Hưng)",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,4 giường đôi lớn,4,6800000,6800000,0,,,,5,1,1,No Deal,6,1,7,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,Elizabeth hotel 엘리자베스 호텔,3,Quận 7,"Quận 7, TP. Hồ Chí Minh (Phú Mỹ Hưng)",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,"8 giường (4 giường đôi, 4 giường đôi rất lớn)",4,7800000,7800000,0,,,,5,0,1,No Deal,6,1,7,12/23/2025
Random_2A_0C_1R,Binh Duong,Ellman Hotel - 艾尔曼酒店,0,Binh Duong,Thuận An,Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,1,783000,1305000,40,,,,,0,0,No Deal,2,0,2,12/23/2025
Random_2A_1C_1R_Ages(10),Binh Duong,Ellman Hotel - 艾尔曼酒店,0,Binh Duong,Thuận An,Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,1,1080000,1080000,0,,,,,0,0,No Deal,2,1,3,12/23/2025
Random_3A_0C_1R,Binh Duong,Ellman Hotel - 艾尔曼酒店,0,Binh Duong,Thuận An,Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,1,1566000,2610000,40,,,,,0,0,No Deal,3,0,3,12/23/2025
Random_2A_3C_2R_Ages(12_9_9),Binh Duong,Ellman Hotel - 艾尔曼酒店,0,Binh Duong,Thuận An,Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2,1863000,2385000,21.9,,,,,0,0,No Deal,2,3,5,12/23/2025
Random_4A_2C_2R_Ages(9_7),Binh Duong,Ellman Hotel - 艾尔曼酒店,0,Binh Duong,Thuận An,Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2,2160000,2160000,0,,,,,0,0,No Deal,4,2,6,12/23/2025
Random_5A_0C_2R,Binh Duong,Ellman Hotel - 艾尔曼酒店,0,Binh Duong,Thuận An,Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2,2349000,3915000,40,,,,,0,0,No Deal,5,0,5,12/23/2025
Random_6A_1C_4R_Ages(7),Binh Duong,Ellman Hotel - 艾尔曼酒店,0,Binh Duong,Thuận An,Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,4,3294000,5490000,40,,,,,0,0,No Deal,6,1,7,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,Elvita Landmark Luxury Residence,5,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh (Hàng Xanh)",Family/Large,Căn Hộ 3 Phòng Ngủ,Double/Large,"4 giường (3 giường đôi rất lớn, 1 giường sofa)",2,2990000,4600000,35,6.1,86,,3.1,0,0,No Deal,5,0,5,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,Elvita Landmark Luxury Residence,5,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh (Hàng Xanh)",Apartment/Studio,Căn Hộ 2 Phòng Ngủ,Double/Large,"3 giường (2 giường đôi rất lớn, 1 giường sofa)",4,6012500,9250000,35,6.1,86,,3.1,0,0,No Deal,6,1,7,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,Elysian home 3 - City Center,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Family/Large,Căn Hộ 3 Phòng Ngủ Có Ban Công,Double/Large,"6 giường (2 giường đơn, 4 giường đôi lớn)",4,2013863,2237625,10,10,1,10,1.1,0,0,No Deal,6,1,7,12/23/2025
Random_1A_0C_1R,Ho Chi Minh,EMERALD APARTMENTS,4,Quận 3,"Quận 3, TP. Hồ Chí Minh",Apartment/Studio,Căn Hộ 1 Phòng Ngủ,Double/Large,"2 giường (1 giường sofa, 1 giường đôi lớn)",1,1186679,1186679,0,8.3,69,9.4,1.2,0,0,No Deal,1,0,1,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,EMERALD APARTMENTS,4,Quận 3,"Quận 3, TP. Hồ Chí Minh",Apartment/Studio,Căn Hộ 1 Phòng Ngủ,Double/Large,"2 giường (1 giường sofa, 1 giường đôi lớn)",1,1198666,1198666,0,8.3,69,9.4,1.2,0,0,No Deal,2,0,2,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,Emerald Central,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,1,899235,899235,0,8.2,500,,2.1,0,1,No Deal,2,0,2,12/23/2025
Random_2A_0C_2R,Ho Chi Minh,Emerald Central,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2,1193400,3510000,66,8.2,499,,2.1,1,1,Ưu Đãi Cuối Năm,2,0,2,12/23/2025
Random_3A_0C_1R,Ho Chi Minh,Emerald Central,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe 2 Giường Đơn,Single/Twin,Phòng Deluxe 2 Giường Đơn,1,1543990,1543990,0,8.2,499,,2.1,0,1,No Deal,3,0,3,12/23/2025
Random_4A_0C_2R,Ho Chi Minh,Emerald Central,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2,1802681,1802681,0,8.2,499,,2.1,0,1,No Deal,4,0,4,12/23/2025
Random_2A_1C_1R_Ages(10),Ho Chi Minh,Emerald Central,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,1,1804511,5307386,66,8.2,499,,2.1,1,1,Ưu Đãi Cuối Năm,2,1,3,12/23/2025
Random_2A_3C_2R_Ages(17_5_7),Ho Chi Minh,Emerald Central,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2,2386800,7020000,66,8.2,499,,2.1,1,1,Ưu Đãi Cuối Năm,2,3,5,12/23/2025
Random_2A_3C_2R_Ages(12_9_9),Ho Chi Minh,Emerald Central,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2,2997911,8817386,66,8.2,499,,2.1,1,1,Ưu Đãi Cuối Năm,2,3,5,12/23/2025
Random_4A_0C_1R,Ho Chi Minh,Emerald Central,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Apartment/Studio,Căn Hộ Áp Mái,Double/Large,2 giường đôi lớn,1,3112700,9155000,66,8.2,499,,2.1,1,1,Ưu Đãi Cuối Năm,4,0,4,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,Emerald Central,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2,3123711,9187386,66,8.2,500,,2.1,1,1,Ưu Đãi Cuối Năm,5,0,5,12/23/2025
Random_4A_2C_2R_Ages(9_7),Ho Chi Minh,Emerald Central,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2,3609022,10614772,66,8.2,499,,2.1,1,1,Ưu Đãi Cuối Năm,4,2,6,12/23/2025
Random_5A_0C_3R,Ho Chi Minh,Emerald Central,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe 2 Giường Đơn,Single/Twin,Phòng Deluxe 2 Giường Đơn,3,3706000,10900000,66,8.2,499,,2.1,1,1,Ưu Đãi Cuối Năm,5,0,5,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,Emerald Central,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Apartment/Studio,Studio Tiêu Chuẩn,Double/Large,1 giường đôi lớn,4,5025200,14780000,66,8.2,500,,2.1,1,1,Ưu Đãi Cuối Năm,6,1,7,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,EMI HOMESTAY - Homestay Quận 1,3,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Deluxe,Phòng Deluxe Đôi Nhìn ra Lâu đài,Double/Large,1 giường đôi lớn,1,900000,900000,0,8.2,5,,1.5,0,0,No Deal,2,0,2,12/23/2025
Random_3A_0C_1R,Ho Chi Minh,EMI HOMESTAY - Homestay Quận 1,3,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Family/Large,Phòng Deluxe Gia đình,Double/Large,"2 giường (1 giường đơn, 1 giường đôi lớn)",1,1100000,1100000,0,8.2,5,,1.5,0,0,No Deal,3,0,3,12/23/2025
Random_4A_0C_1R,Ho Chi Minh,EMI HOMESTAY - Homestay Quận 1,3,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Deluxe,Phòng Deluxe Có Giường Cỡ King,Double/Large,Phòng Deluxe Có Giường Cỡ King,1,1800000,1800000,0,8.2,5,,1.5,0,0,No Deal,4,0,4,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,EMI HOMESTAY - Homestay Quận 1,3,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Deluxe,Phòng Deluxe Đôi Nhìn ra Lâu đài,Double/Large,1 giường đôi lớn,2,2000000,2000000,0,8.2,5,,1.5,0,0,No Deal,5,0,5,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,EMI HOMESTAY - Homestay Quận 1,3,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Deluxe,Phòng Deluxe Có Giường Cỡ King,Double/Large,Phòng Deluxe Có Giường Cỡ King,4,2900000,2900000,0,8.2,5,,1.5,0,0,No Deal,6,1,7,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,ÊMM Hotel Saigon,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,1,1494778,1494778,0,8.9,142,,1.4,0,1,No Deal,2,0,2,12/23/2025
Random_1A_0C_1R,Ho Chi Minh,ÊMM Hotel Saigon,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,1,1506357,1506357,0,8.9,142,,1.4,0,1,No Deal,1,0,1,12/23/2025
Random_2A_0C_2R,Ho Chi Minh,ÊMM Hotel Saigon,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,2,1818959,2066999,12,8.9,142,,1.4,0,1,No Deal,2,0,2,12/23/2025
Random_2A_1C_1R_Ages(10),Ho Chi Minh,ÊMM Hotel Saigon,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,1,2082959,2366999,12,8.9,142,,1.4,0,1,No Deal,2,1,3,12/23/2025
Random_4A_0C_1R,Ho Chi Minh,ÊMM Hotel Saigon,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Apartment/Studio,Căn Hộ 1 Phòng Ngủ,Double/Large,1 giường đôi,1,4048878,4600998,12,8.9,142,,1.4,0,1,No Deal,4,0,4,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,ÊMM Hotel Saigon,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,2,4502959,5116999,12,8.9,142,,1.4,0,1,No Deal,5,0,5,12/23/2025
Random_4A_2C_2R_Ages(9_7),Ho Chi Minh,ÊMM Hotel Saigon,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Apartment/Studio,Căn Hộ 1 Phòng Ngủ,Double/Large,1 giường đôi,2,4576878,5200998,12,8.9,142,,1.4,0,1,No Deal,4,2,6,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,ÊMM Hotel Saigon,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Apartment/Studio,Căn Hộ 1 Phòng Ngủ,Double/Large,1 giường đôi,4,6732878,7650998,12,8.9,142,,1.4,0,1,No Deal,6,1,7,12/23/2025
Random_2A_0C_2R,Ho Chi Minh,Empress Hotel Ho Chi Minh City,3,Quận 1,"Quận 1, TP. Hồ Chí Minh",Apartment/Studio,Studio,Double/Large,1 giường đôi lớn,2,3866940,3866940,0,7,5,,1.5,0,0,No Deal,2,0,2,12/23/2025
Random_2A_3C_2R_Ages(12_9_9),Ho Chi Minh,Empress Hotel Ho Chi Minh City,3,Quận 1,"Quận 1, TP. Hồ Chí Minh",Apartment/Studio,Studio,Double/Large,1 giường đôi lớn,2,4116420,4116420,0,7,5,,1.5,0,0,No Deal,2,3,5,12/23/2025
Random_4A_0C_1R,Ho Chi Minh,Empress Hotel Ho Chi Minh City,3,Quận 1,"Quận 1, TP. Hồ Chí Minh",Apartment/Studio,Studio,Double/Large,1 giường đôi lớn,1,4365900,4365900,0,7,5,,1.5,0,0,No Deal,4,0,4,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,Enjoy Boutique Saigon Hotel,0,Tp. Hồ,TP. Hồ Chí Minh,Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,1,1038187,1038187,0,7.3,13,,4.7,1,0,No Deal,2,0,2,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,Enjoy Boutique Saigon Hotel,0,Tp. Hồ,TP. Hồ Chí Minh,Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,1,1040818,1040818,0,7.3,13,,4.7,1,0,No Deal,2,0,2,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,Entire 6BRs house in Saigon Centre by Gon De Home,4,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Nhà 6 Phòng ngủ,Double/Large,6 giường đôi lớn • Luôn có nôi (cũi),4,5950000,7000000,15,10,1,10,2.3,1,0,Ưu Đãi Cuối Năm,6,1,7,12/23/2025
Random_1A_0C_1R,Ho Chi Minh,Equatorial Ho Chi Minh City,5,Quận 5,"Quận 5, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Có Giường Cỡ King,Double/Large,Phòng Deluxe Có Giường Cỡ King,1,3304800,4860000,32,8.4,160,,2.7,0,0,No Deal,1,0,1,12/23/2025
Random_2A_1C_1R_Ages(10),Ho Chi Minh,Equatorial Ho Chi Minh City,5,Quận 5,"Quận 5, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe 2 Giường Đơn,Single/Twin,Phòng Deluxe 2 Giường Đơn,1,3488400,3488400,0,8.4,160,,2.7,0,0,No Deal,2,1,3,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,Equatorial Ho Chi Minh City,5,Quận 5,"Quận 5, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe 2 Giường Đơn,Single/Twin,Phòng Deluxe 2 Giường Đơn,1,3888000,4860000,20,8.4,160,,2.7,0,0,No Deal,2,0,2,12/23/2025
Random_4A_0C_1R,Ho Chi Minh,Equatorial Ho Chi Minh City,5,Quận 5,"Quận 5, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe 2 Giường Đơn,Single/Twin,Phòng Deluxe 2 Giường Đơn,1,6609600,9720000,32,8.4,160,,2.7,0,0,No Deal,4,0,4,12/23/2025
Random_2A_3C_2R_Ages(12_9_9),Ho Chi Minh,Equatorial Ho Chi Minh City,5,Quận 5,"Quận 5, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Có Giường Cỡ King,Double/Large,Phòng Deluxe Có Giường Cỡ King,2,6793200,8348400,18.6,8.4,160,,2.7,0,0,No Deal,2,3,5,12/23/2025
Random_2A_0C_2R,Ho Chi Minh,Equatorial Ho Chi Minh City,5,Quận 5,"Quận 5, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe 2 Giường Đơn,Single/Twin,Phòng Deluxe 2 Giường Đơn,2,6976800,10260000,32,8.4,160,,2.7,0,1,No Deal,2,0,2,12/23/2025
Random_4A_2C_2R_Ages(9_7),Ho Chi Minh,Equatorial Ho Chi Minh City,5,Quận 5,"Quận 5, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Có Giường Cỡ King,Double/Large,Phòng Deluxe Có Giường Cỡ King,2,6976800,6976800,0,8.4,160,,2.7,0,0,No Deal,4,2,6,12/23/2025
Random_5A_0C_3R,Ho Chi Minh,Equatorial Ho Chi Minh City,5,Quận 5,"Quận 5, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Có Giường Cỡ King,Double/Large,Phòng Deluxe Có Giường Cỡ King,3,9914400,14580000,32,8.4,160,,2.7,0,0,No Deal,5,0,5,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,Equatorial Ho Chi Minh City,5,Quận 5,"Quận 5, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Có Giường Cỡ King,Double/Large,Phòng Deluxe Có Giường Cỡ King,2,11664000,14580000,20,8.4,160,,2.7,0,0,No Deal,5,0,5,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,Equatorial Ho Chi Minh City,5,Quận 5,"Quận 5, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe 2 Giường Đơn,Single/Twin,Phòng Deluxe 2 Giường Đơn,4,15984000,17928000,10.8,8.4,160,,2.7,0,0,No Deal,6,1,7,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,EROS HOTEL 2 - Love Hotel,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,1,495803,495803,0,7.3,50,,2.1,0,0,No Deal,2,0,2,12/23/2025
Random_1A_0C_1R,Ho Chi Minh,EROS HOTEL 2 - Love Hotel,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,1,520804,520804,0,7.3,50,,2.1,0,0,No Deal,1,0,1,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,EROS HOTEL 2 - Love Hotel,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,1 giường đôi lớn,1,591600,680000,13,7.3,50,,2.1,0,0,No Deal,2,0,2,12/23/2025
Random_4A_0C_2R,Ho Chi Minh,EROS HOTEL 2 - Love Hotel,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,2 giường đôi lớn,2,1183200,1360000,13,7.3,50,,2.1,0,0,No Deal,4,0,4,12/23/2025
Random_5A_0C_2R,Ho Chi Minh,EROS HOTEL 2 - Love Hotel,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,3 giường đôi lớn,2,1774800,2040000,13,7.3,50,,2.1,0,0,No Deal,5,0,5,12/23/2025
Random_4A_0C_2R,Ho Chi Minh,Eva Adam Hotel,2,Quận 7,"Quận 7, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe,Double/Large,2 giường đôi lớn,2,1525926,2825790,46,5.1,12,,4.1,0,0,Ưu Đãi Cuối Năm,4,0,4,12/23/2025
Random_4A_0C_2R,Ho Chi Minh,Express by M Village 46 Thảo Điền,0,Tp. Hồ,"Thảo Điền, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Có Giường Cỡ King,Double/Large,Phòng Superior Có Giường Cỡ King,2,3139344,6037200,48,8,4,,4.9,0,0,No Deal,4,0,4,12/23/2025
Random_5A_0C_3R,Ho Chi Minh,Express by M Village 46 Thảo Điền,0,Tp. Hồ,"Thảo Điền, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe,Double/Large,1 giường đôi lớn,3,4514328,8681400,48,8,4,,4.9,0,0,No Deal,5,0,5,12/23/2025
Random_6A_1C_4R_Ages(7),Ho Chi Minh,Express by M Village 46 Thảo Điền,0,Tp. Hồ,"Thảo Điền, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe,Double/Large,1 giường đôi lớn,4,4654728,7496424,37.9,8,4,,4.9,0,0,No Deal,6,1,7,12/23/2025
Random_6A_0C_3R,Ho Chi Minh,Express by M Village 46 Thảo Điền,0,Tp. Hồ,"Thảo Điền, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Có Giường Cỡ King,Double/Large,Phòng Superior Có Giường Cỡ King,3,4915872,9453600,48,8,4,,4.9,0,0,No Deal,6,0,6,12/23/2025
Random_2A_0C_1R,Ho Chi Minh,Express by M Village Điện Biên Phủ Q3,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Apartment/Studio,Studio Không Có Cửa Sổ,Double/Large,1 giường đôi,1,994501,994501,0,8,75,,1.3,0,0,No Deal,2,0,2,12/23/2025
Random_1A_0C_1R,Ho Chi Minh,Express by M Village Điện Biên Phủ Q3,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Apartment/Studio,Studio Không Có Cửa Sổ,Double/Large,1 giường đôi,1,1083977,1083977,0,8,75,,1.3,0,0,No Deal,1,0,1,12/23/2025
Random_1A_0C_1R,Ho Chi Minh,Express by M Village Điện Biên Phủ Q3,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Apartment/Studio,Studio Có Giường Cỡ King,Double/Large,Studio Có Giường Cỡ King,1,1193400,2295000,48,8,75,,1.3,0,0,No Deal,1,0,1,12/23/2025
Random_2A_1C_1R_Ages(10),Ho Chi Minh,Express by M Village Điện Biên Phủ Q3,3,Quận 3,"Quận 3, TP. Hồ Chí Minh",Apartment/Studio,Studio Có Giường Cỡ King,Double/Large,Studio Có Giường Cỡ King,1,1333800,1333800,0,8,75,,1.3,0,0,No Deal,2,1,3,12/23/2025
