hotel_name,hotel_url,detail_url,name_detail,phone,ratingValue,reviewCount,priceRange,address,amenities,room_types
807. Cosmo Park Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d604632-Reviews-Cosmo_Park_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d604632-Reviews-Cosmo_Park_Hotel-Ho_Chi_Minh_City.html,Cosmo Park Hotel,,2.8,199.0,684.211 ₫ - 2.605.263 ₫,"171 Phạm Ngũ Lão Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, 700000, Việt Nam",,Thành phố
821. A25 Hotel 22 Nguyen Cu Trinh,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d3222645-Reviews-A25_Hotel_22_Nguyen_Cu_Trinh-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d3222645-Reviews-A25_Hotel_22_Nguyen_Cu_Trinh-Ho_Chi_Minh_City.html,A25 Hotel 22 Nguyen Cu Trinh,,2.8,12.0,947.368 ₫ - 1.394.737 ₫,"22 Nguyễn Cư Trinh Quận 1, Thành phố Hồ Chí Minh, 700000, Việt Nam",,Thành phố
794. Hoang Dung Hotel and Apartment by THC Group,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d2632771-Reviews-Hoang_Dung_Hotel_and_Apartment_by_THC_Group-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d2632771-Reviews-Hoang_Dung_Hotel_and_Apartment_by_THC_Group-Ho_Chi_Minh_City.html,Hoang Dung Hotel and Apartment by THC Group,,2.8,18.0,736.842 ₫ - 1.131.579 ₫,"No 1A, Binh Hoa 24 Street, Thành phố Hồ Chí Minh, 700000, Việt Nam","Bãi đỗ xe, Bồn tắm / vòi sen, Dịch vụ phòng, Internet tốc độ miễn phí (WiFi), Khách sạn không hút thuốc, Nhà hàng, Nhân viên hỗ trợ tiền sảnh, Nhận phòng / trả phòng nhanh, Phòng không hút thuốc, Phòng cho gia đình, Tiếp tân 24 giờ, Tủ lạnh, Xe đưa đón sân bay, Điều hòa nhiệt độ",Thành phố
779. A25 Hotel - 307 Lý Tự Trọng,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d10335329-Reviews-A25_Hotel_307_Ly_T_Tr_ng-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d10335329-Reviews-A25_Hotel_307_Ly_T_Tr_ng-Ho_Chi_Minh_City.html,A25 Hotel - 307 Lý Tự Trọng,,2.8,6.0,868.421 ₫ - 1.236.842 ₫,"307-309 LY TU Trong District 1, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
769. Khách Sạn Atana,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d11958890-Reviews-Atana_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d11958890-Reviews-Atana_Hotel-Ho_Chi_Minh_City.html,Khách Sạn Atana,,2.8,4.0,342.105 ₫ - 421.053 ₫,"327 Phan Văn Hớn, Tân Thới Hiệp, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,Thành phố
766. North Wind Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d3794179-Reviews-North_Wind_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d3794179-Reviews-North_Wind_Hotel-Ho_Chi_Minh_City.html,North Wind Hotel,,2.8,4.0,500.000 ₫ - 1.789.474 ₫,"31/3 Nguyen Binh Khiem, Dist 1, Thành phố Hồ Chí Minh, 70000, Việt Nam","Dịch vụ giặt là, Dịch vụ phòng, Giặt khô, Internet tốc độ miễn phí (WiFi), Nhà hàng, Quầy bar mini, Wifi, Xe đưa đón sân bay, Điều hòa nhiệt độ",Thành phố
876. Rosa Hotel & Spa,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d4872259-Reviews-Rosa_Hotel_Spa-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d4872259-Reviews-Rosa_Hotel_Spa-Ho_Chi_Minh_City.html,Rosa Hotel & Spa,,2.8,77.0,894.737 ₫ - 3.157.895 ₫,"55 Thủ Khoa Huân Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 700000, Việt Nam","Bãi đỗ xe công cộng trả phí trong khuôn viên, Bữa sáng miễn phí, Bồn tắm nước nóng, Cho phép vật nuôi ( Cho phép chó / vật nuôi ), Cho thuê xe đạp, Dọn phòng, Internet tốc độ miễn phí (WiFi), Két sắt, Lò vi sóng, Phòng không hút thuốc, Phòng Suite, Phòng cho gia đình, Phòng cô dâu, Phòng không gây dị ứng, Quầy bar mini, TV màn hình phẳng, Tiện nghi phòng VIP, Trung tâm thương mại có truy cập Internet, Xe đưa đón sân bay, Điều hòa nhiệt độ","Suite, Thành phố"
785. Ky Hoa Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d1194187-Reviews-Ky_Hoa_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d1194187-Reviews-Ky_Hoa_Hotel-Ho_Chi_Minh_City.html,Ky Hoa Hotel,,2.8,16.0,815.789 ₫ - 1.684.211 ₫,"238 Ba Thang Hai Str Ward 12, District 10, Thành phố Hồ Chí Minh, 70000, Việt Nam","Bàn làm việc, Bãi đỗ xe có người phục vụ, Bồn tắm / vòi sen, Các hoạt động cho trẻ em (Phù hợp với trẻ em / gia đình), Dịch vụ phòng, Internet tốc độ miễn phí (WiFi), Két sắt, Máy pha cà phê / trà, Phòng không hút thuốc, Phòng cho gia đình, Quầy bar / sảnh chờ, Quầy bar mini, Sân quần vợt, Trung tâm thương mại có truy cập Internet, Trung tâm thể dục thẩm mỹ, Xe đưa đón sân bay, Điều hòa nhiệt độ, Điện thoại",Thành phố
795. Tan Da Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d3229343-Reviews-Tan_Da_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d3229343-Reviews-Tan_Da_Hotel-Ho_Chi_Minh_City.html,Tan Da Hotel,,2.7,6.0,421.053 ₫ - 1.131.579 ₫,"22-24 Tan Da St., Dist 5, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
770. Khai Hoan Apartment Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d3421558-Reviews-Khai_Hoan_Apartment_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d3421558-Reviews-Khai_Hoan_Apartment_Hotel-Ho_Chi_Minh_City.html,Khai Hoan Apartment Hotel,,2.7,9.0,736.842 ₫ - 815.789 ₫,"624 Lac Long Quan, District 11, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
820. Language Exchange,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d15148651-Reviews-Language_Exchange-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d15148651-Reviews-Language_Exchange-Ho_Chi_Minh_City.html,Language Exchange,,2.7,7.0,342.105 ₫ - 578.947 ₫,"399/43/5 Nguyen Dinh Chieu, District 3, Thành phố Hồ Chí Minh, 1500, Việt Nam",,Thành phố
938. Nouveau Happy Inn,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d2279777-Reviews-Nouveau_Happy_Inn-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d2279777-Reviews-Nouveau_Happy_Inn-Ho_Chi_Minh_City.html,Nouveau Happy Inn,,2.7,38.0,421.053 ₫ - 2.026.316 ₫,"39 Bui Thi Xuan Street , Ben Thanh Ward , Dist 1st, Thành phố Hồ Chí Minh, Việt Nam",,Thành phố
775. Hoasun Boutique Apartment - Vinhome Central Park,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d16740141-Reviews-Hoasun_Boutique_Apartment_Vinhome_Central_Park-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d16740141-Reviews-Hoasun_Boutique_Apartment_Vinhome_Central_Park-Ho_Chi_Minh_City.html,Hoasun Boutique Apartment - Vinhome Central Park,,2.7,3.0,1.447.368 ₫ - 2.973.684 ₫,"208 Nguyễn Hữu Cảnh Vinhome Central Park, Phường 22, Bình Thạnh, Thành phố Hồ Chí Minh, 700000, Việt Nam",,"Hạng trung, Thành phố"
786. Bonita Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d14952591-Reviews-Bonita_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d14952591-Reviews-Bonita_Hotel-Ho_Chi_Minh_City.html,Bonita Hotel,,2.7,10.0,342.105 ₫ - 947.368 ₫,"118A. Bùi Thị Xuân District 1, Thành phố Hồ Chí Minh, 60000, Việt Nam","Chỉ người lớn, Dịch vụ giặt là, Quầy bar / sảnh chờ",Thành phố
762. The White Hotel 8A Thai Van Lung,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d17571349-Reviews-The_White_Hotel_8A_Thai_Van_Lung-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d17571349-Reviews-The_White_Hotel_8A_Thai_Van_Lung-Ho_Chi_Minh_City.html,The White Hotel 8A Thai Van Lung,,2.7,3.0,763.158 ₫ - 2.210.526 ₫,"8A Thai Van Lung Ben Nghe, Thành phố Hồ Chí Minh, 700000, Việt Nam","Bữa sáng miễn phí, Bồn tắm nước nóng, Dịch vụ giặt là, Dịch vụ phòng, Dịch vụ xe buýt đưa đón, Internet tốc độ miễn phí (WiFi), Nhà hàng, Wifi, Xe đưa đón sân bay",Thành phố
768. Minh Ha Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d5502425-Reviews-Minh_Ha_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d5502425-Reviews-Minh_Ha_Hotel-Ho_Chi_Minh_City.html,Minh Ha Hotel,,2.7,3.0,447.368 ₫ - 921.053 ₫,"26 24, Street 30, Binh Tri Dong B Ward Binh Tan District, Thành phố Hồ Chí Minh, 700000, Việt Nam",,Thành phố
765. Anh Tu Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d3518614-Reviews-Anh_Tu_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d3518614-Reviews-Anh_Tu_Hotel-Ho_Chi_Minh_City.html,Anh Tu Hotel,,2.7,3.0,473.684 ₫ - 868.421 ₫,"21 Ba Huyen Thanh Quan, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
759. The Caesar Ho Chi Minh City Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d1175323-Reviews-The_Caesar_Ho_Chi_Minh_City_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d1175323-Reviews-The_Caesar_Ho_Chi_Minh_City_Hotel-Ho_Chi_Minh_City.html,The Caesar Ho Chi Minh City Hotel,,2.7,7.0,578.947 ₫ - 1.078.947 ₫,"36 An Duong Vuong St District 5, Thành phố Hồ Chí Minh, Việt Nam","Dịch vụ giặt là, Dịch vụ phòng, Nhà hàng, Nhân viên hỗ trợ tiền sảnh, Quầy bar / sảnh chờ, Quầy bar mini, Spa, Wifi, Xe đưa đón sân bay, Điều hòa nhiệt độ",Thành phố
763. A25 Hotel 53-55 Le Anh Xuan,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26359436-Reviews-A25_Hotel_53_55_Le_Anh_Xuan-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26359436-Reviews-A25_Hotel_53_55_Le_Anh_Xuan-Ho_Chi_Minh_City.html,A25 Hotel 53-55 Le Anh Xuan,,2.7,3.0,1.394.737 ₫ - 1.894.737 ₫,"53-55 Le Anh Xuan Street District 1, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
777. Me Gustas Suite Central Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d23248427-Reviews-Me_Gustas_Suite_Central_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d23248427-Reviews-Me_Gustas_Suite_Central_Hotel-Ho_Chi_Minh_City.html,Me Gustas Suite Central Hotel,,2.7,3.0,2.026.316 ₫ - 10.868.421 ₫,"19-21 Dong Du Street Ben Nghe Ward, District 1, Thành phố Hồ Chí Minh, 700000, Việt Nam","Bàn làm việc, Bãi đỗ xe riêng trả phí ở gần, Bồn tắm / vòi sen, Dịch vụ taxi hoặc xe đưa đón miễn phí, Giường siêu dài, Internet tốc độ miễn phí (WiFi), Khu để hành lý, Màn che ánh sáng, Ngắm cảnh thành phố, Nhà hàng, Nhận phòng 24 giờ, Phòng không hút thuốc, Phòng Suite, Phòng cho gia đình, Phòng không gây dị ứng, Quầy bar mini, Trọn gói, Trung tâm thương mại có truy cập Internet, Truyền hình cáp / truyền hình vệ tinh, Điều hòa nhiệt độ","Ngắm cảnh, Suite, Thành phố"
822. Vinhomes Central Park - Nice Homes,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d13961035-Reviews-Vinhomes_Central_Park_Nice_Homes-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d13961035-Reviews-Vinhomes_Central_Park_Nice_Homes-Ho_Chi_Minh_City.html,Vinhomes Central Park - Nice Homes,,2.7,3.0,894.737 ₫ - 7.815.789 ₫,"208 Nguyễn Hữu Cảnh Park 6b Phuong 22, Quan Binh Thanh, Thành phố Hồ Chí Minh, 70000, Việt Nam",,"Hạng trung, Thành phố, bếp nhỏ"
933. New Pacific Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d1845355-Reviews-New_Pacific_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d1845355-Reviews-New_Pacific_Hotel-Ho_Chi_Minh_City.html,New Pacific Hotel,,2.6,113.0,1.368.421 ₫ - 3.236.842 ₫,"11 09, Ky Dong Street District 3, Thành phố Hồ Chí Minh, 70000, Việt Nam","Bữa sáng miễn phí, Bể bơi, Các hoạt động cho trẻ em (Phù hợp với trẻ em / gia đình), Internet tốc độ miễn phí (WiFi), Phòng không hút thuốc, Phòng Suite, Phòng họp, Spa, Trung tâm thương mại có truy cập Internet, Trung tâm thể dục thẩm mỹ, Điều hòa nhiệt độ","Hạng trung, Suite, Thành phố"
823. A-In Hotel Riverside,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d12621268-Reviews-A_In_Hotel_Riverside-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d12621268-Reviews-A_In_Hotel_Riverside-Ho_Chi_Minh_City.html,A-In Hotel Riverside,,2.6,5.0,526.316 ₫ - 1.236.842 ₫,"188 Ben Van Don District 4, Thành phố Hồ Chí Minh, Việt Nam","Bãi đỗ xe miễn phí, Bồn tắm nước nóng, Cửa hàng cà phê, Dịch vụ giặt là, Dịch vụ phòng, Dọn phòng, Internet tốc độ miễn phí (WiFi), Khu để hành lý, Nhân viên hỗ trợ tiền sảnh, Nước đóng chai, Phòng cho gia đình, Tiếp tân 24 giờ, Điều hòa nhiệt độ",Thành phố
931. Queen Central Hotel - Ben Thanh Market,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d9762081-Reviews-Queen_Central_Hotel_Ben_Thanh_Market-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d9762081-Reviews-Queen_Central_Hotel_Ben_Thanh_Market-Ho_Chi_Minh_City.html,Queen Central Hotel - Ben Thanh Market,,2.6,44.0,473.684 ₫ - 921.053 ₫,"38 Đ. Nguyễn An Ninh District 1, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
798. Mimosa Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d11956146-Reviews-Mimosa_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d11956146-Reviews-Mimosa_Hotel-Ho_Chi_Minh_City.html,Mimosa Hotel,,2.5,2.0,447.368 ₫ - 631.579 ₫,"21 Bach Dang, Ward 2, Thành phố Hồ Chí Minh, Việt Nam",,Thành phố
859. Golden Palm Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d6548617-Reviews-Golden_Palm_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d6548617-Reviews-Golden_Palm_Hotel-Ho_Chi_Minh_City.html,Golden Palm Hotel,,2.5,11.0,473.684 ₫ - 868.421 ₫,"33 Bach Dang Ward 2, Tan Binh District, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
866. Huy Hoang Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d12116495-Reviews-Huy_Hoang_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d12116495-Reviews-Huy_Hoang_Hotel-Ho_Chi_Minh_City.html,Huy Hoang Hotel,,2.5,2.0,289.474 ₫ - 1.000.000 ₫,"117 Truong Cong Dinh, Thành phố Hồ Chí Minh, Việt Nam","Bãi đỗ xe miễn phí, Cho thuê xe đạp, Các hoạt động cho trẻ em (Phù hợp với trẻ em / gia đình), Dịch vụ giặt là, Dịch vụ xe buýt đưa đón, Internet tốc độ miễn phí (WiFi), Phòng cho gia đình, Xe đưa đón sân bay",Thành phố
825. Rivergate,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d16708999-Reviews-Rivergate-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d16708999-Reviews-Rivergate-Ho_Chi_Minh_City.html,Rivergate,,2.5,2.0,710.526 ₫ - 2.000.000 ₫,"151 155 Ben Van Don, Thành phố Hồ Chí Minh, Việt Nam",,Thành phố
833. Ken Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d3187478-Reviews-Ken_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d3187478-Reviews-Ken_Hotel-Ho_Chi_Minh_City.html,Ken Hotel,,2.5,6.0,526.316 ₫ - 894.737 ₫,"285/7 Đ. Cách Mạng Tháng 8 Phường 12, Thành phố Hồ Chí Minh, 72510, Việt Nam",,Thành phố
772. Apogee Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d6279915-Reviews-Apogee_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d6279915-Reviews-Apogee_Hotel-Ho_Chi_Minh_City.html,Apogee Hotel,,2.5,6.0,500.000 ₫ - 631.579 ₫,"33-33a Dinh Bo Linh, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
788. Khách Sạn Vân Hà,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d3191376-Reviews-Van_Ha_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d3191376-Reviews-Van_Ha_Hotel-Ho_Chi_Minh_City.html,Khách Sạn Vân Hà,,2.5,2.0,342.105 ₫ - 921.053 ₫,"440 Cong Hoa Street, Thành phố Hồ Chí Minh, 70000, Việt Nam","Bàn làm việc, Bãi đỗ xe riêng miễn phí ở gần, Bồn tắm / vòi sen, Cho thuê xe đạp, Các hoạt động cho trẻ em (Phù hợp với trẻ em / gia đình), Cửa hàng cà phê, Dịch vụ phòng, Internet tốc độ miễn phí (WiFi), Khu vực ngồi, Két sắt, Phòng không hút thuốc, Phòng cho gia đình, Quầy bar mini, Trung tâm thương mại có truy cập Internet, Trông trẻ, Xe đưa đón sân bay, Điều hòa nhiệt độ, Đồ dùng nhà tắm miễn phí",Thành phố
940. Gemini Saigon Luxury,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26492452-Reviews-Gemini_Saigon_Luxury-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d26492452-Reviews-Gemini_Saigon_Luxury-Ho_Chi_Minh_City.html,Gemini Saigon Luxury,,2.5,18.0,921.053 ₫ - 3.578.947 ₫,"40 Bui Vien Pham Ngu Lao District 1, Thành phố Hồ Chí Minh, Việt Nam",,Thành phố
761. La Galerie Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d17497657-Reviews-La_Galerie_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d17497657-Reviews-La_Galerie_Hotel-Ho_Chi_Minh_City.html,La Galerie Hotel,,2.5,2.0,394.737 ₫ - 1.052.632 ₫,"Cau Him Lam , Khu Dan Cu Trung Son, Thành phố Hồ Chí Minh, Việt Nam",,Thành phố
758. Huệ Mỹ Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d3794018-Reviews-Hue_My_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d3794018-Reviews-Hue_My_Hotel-Ho_Chi_Minh_City.html,Huệ Mỹ Hotel,,2.5,2.0,500.000 ₫ - 1.263.158 ₫,"12 Nguyễn Tiểu La Phường 5, Quận 10, Thành phố Hồ Chí Minh, 70000, Việt Nam","Bãi đỗ xe miễn phí, Dịch vụ phòng, Internet tốc độ miễn phí (WiFi), Khách sạn không hút thuốc, Nhà hàng, Nhân viên hỗ trợ tiền sảnh, Phòng không hút thuốc, Phòng Suite, Phòng cho gia đình, Quầy bar / sảnh chờ, Quầy bar mini, Tủ lạnh, Wifi, Xe đưa đón sân bay miễn phí, Điều hòa nhiệt độ","Suite, Thành phố"
750. The Blue Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d12929478-Reviews-The_Blue_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d12929478-Reviews-The_Blue_Hotel-Ho_Chi_Minh_City.html,The Blue Hotel,,2.5,4.0,342.105 ₫ - 684.211 ₫,"2/37 Phan Thuc Duyen Street Ward 4, Thành phố Hồ Chí Minh, Việt Nam",,Thành phố
818. Amango Home,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d25222164-Reviews-Amango_Home-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d25222164-Reviews-Amango_Home-Ho_Chi_Minh_City.html,Amango Home,,2.5,2.0,342.105 ₫ - 1.157.895 ₫,"Hẻm 39 Nguyễn Trãi Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 700000, Việt Nam","Bàn làm việc, Bãi đỗ xe miễn phí, Bếp nhỏ, Bảo vệ 24 giờ, Cho phép vật nuôi ( Cho phép chó / vật nuôi ), Có phòng hút thuốc, Giường siêu dài, Internet tốc độ miễn phí (WiFi), Màn che ánh sáng, Máy sấy quần áo, Ngắm cảnh thành phố, Nhận phòng / trả phòng nhanh, Nhận phòng 24 giờ, Phòng không hút thuốc, Phòng cách âm, Sân thượng, Truyền hình cáp / truyền hình vệ tinh, Vòi sen đứng, Điều hòa nhiệt độ","Ngắm cảnh, Phòng cách âm, Thành phố"
815. Cherry Boutique Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d23998505-Reviews-Cherry_Boutique_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d23998505-Reviews-Cherry_Boutique_Hotel-Ho_Chi_Minh_City.html,Cherry Boutique Hotel,,2.5,4.0,973.684 ₫ - 1.921.053 ₫,"15n Lê Thánh Tôn 15n Lê Thánh Tôn, Thành phố Hồ Chí Minh, 71006, Việt Nam",,Thành phố
796. Aloha Aparthotel - City Centre,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d24987444-Reviews-Aloha_Aparthotel_City_Centre-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d24987444-Reviews-Aloha_Aparthotel_City_Centre-Ho_Chi_Minh_City.html,Aloha Aparthotel - City Centre,,2.5,2.0,421.053 ₫ - 868.421 ₫,"83/42 Cmt 8, P12, Q10, Tp. Hcm, Thành phố Hồ Chí Minh, 70000, Việt Nam",,Thành phố
797. Bao Tran 2 Hotel,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d3794560-Reviews-Bao_Tran_2_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d3794560-Reviews-Bao_Tran_2_Hotel-Ho_Chi_Minh_City.html,Bao Tran 2 Hotel,,2.5,4.0,500.000 ₫ - 605.263 ₫,"666/12 - 3/2 Street, Ward 14, Dist 10, Thành phố Hồ Chí Minh, 700000, Việt Nam",,Thành phố
780. A In Hotel Glamour,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d17547043-Reviews-A_In_Hotel_Glamour-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d17547043-Reviews-A_In_Hotel_Glamour-Ho_Chi_Minh_City.html,A In Hotel Glamour,,2.5,2.0,657.895 ₫ - 1.447.368 ₫,"63/1-63/3 Street No.19, Binh An Ward, District 2, Thành phố Hồ Chí Minh, Việt Nam",,Thành phố
836. Khách sạn Phoenix 25,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d3308780-Reviews-Phoenix_25_Hotel-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d3308780-Reviews-Phoenix_25_Hotel-Ho_Chi_Minh_City.html,Khách sạn Phoenix 25,,2.4,13.0,368.421 ₫ - 1.500.000 ₫,"25 Bùi VIện, P. Phạm Ngũ Lão, Q.1, Thành phố Hồ Chí Minh, 70000, Việt Nam","Bữa sáng miễn phí, Dịch vụ phòng, Dịch vụ xe buýt đưa đón, Giặt khô, Internet tốc độ miễn phí (WiFi), Nhân viên hỗ trợ tiền sảnh, Quầy bar / sảnh chờ, Tủ lạnh, Wifi, Xe đưa đón sân bay, Điều hòa nhiệt độ",Thành phố
989. Alpina Hotel Saigon,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d20941268-Reviews-Alpina_Hotel_Saigon-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d20941268-Reviews-Alpina_Hotel_Saigon-Ho_Chi_Minh_City.html,Alpina Hotel Saigon,,2.4,36.0,894.737 ₫ - 1.526.316 ₫,"5 Trương Định, Thành phố Hồ Chí Minh, 700000, Việt Nam",,Thành phố
834. Wow! Home by Christine,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d13955470-Reviews-Wow_Home_by_Christine-Ho_Chi_Minh_City.html,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d13955470-Reviews-Wow_Home_by_Christine-Ho_Chi_Minh_City.html,Wow! Home by Christine,,2.4,5.0,1.421.053 ₫ - 4.184.211 ₫,"208 Nguyễn Hữu Cảnh Quận Bình Thạnh, Thành phố Hồ Chí Minh, 700000, Việt Nam","Bếp nhỏ, Bể bơi, Các hoạt động cho trẻ em (Phù hợp với trẻ em / gia đình), Internet tốc độ miễn phí (WiFi), Wifi",Thành phố
