Scenario,Hotel Name,Stars_Clean,District,Address,Room_Class,Room Type,Bed_Class,Bed Type,Final Price,Original Price,Discount %,Rating_Clean,Review Count,Location_Clean,Distance_KM,Free_Cancel_Bool,Breakfast_Bool,Badge_Clean,Adults,Children,Total_Guests,Check-in
Random_6A_1C_5R_Ages(7),LEE HOTEL,1.0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Có Giường Cỡ King,Double/Large,Phòng Deluxe Có Giường Cỡ King,5400000,5400000,0.0,7.5,56.0,,4.8,1,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Hung Phat Hotel - Trung Son,3.0,Other,TP. Hồ Chí Minh,Standard/Superior,Phòng Superior Có Giường Cỡ King,Double/Large,Phòng Superior Có Giường Cỡ King,1744200,1744200,0.0,5.7,77.0,,4.4,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),The Rixx Mension D1,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Family/Large,Căn Hộ 3 Phòng Ngủ,Double/Large,"4 giường (1 giường đôi rất lớn, 1 giường sofa, 2 giường đôi lớn)",3960000,3960000,0.0,7.0,1.0,,2.6,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Nguyệt Hà Hotel,0.0,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Presidential/Suite,Suite Với Bồn Tắm Spa,Double/Large,1 giường đôi lớn,2670000,2670000,0.0,4.7,10.0,,2.5,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Eastin Grand Hotel Saigon,5.0,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Giường Đôi/2 Giường Đơn,Double/Large,Phòng Deluxe Giường Đôi/2 Giường Đơn,16756408,22341876,25.0,8.6,1.63,,3.7,0,0,Ưu Đãi Cuối Năm,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Vinhomes Landmark 81 Apartments- Christine Home,3.0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh (Hàng Xanh)",Family/Large,Căn Hộ 4 Phòng Ngủ,Double/Large,"4 giường (1 giường đôi rất lớn, 3 giường đôi lớn)",8190000,11700000,30.0,7.9,22.0,,3.1,1,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Landmark 81 Premier Cloud Residence,0.0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh (Hàng Xanh)",Deluxe,Four-Bedroom Deluxe Apartment,Other,Four-Bedroom Deluxe Apartment,6600000,16500000,60.0,8.1,10.0,,3.0,0,0,Ưu Đãi Cuối Năm,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Căn hộ Quận 1 - Famhome,0.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng 2 Giường Đơn,Single/Twin,Phòng 2 Giường Đơn,2585000,2585000,0.0,,,,2.2,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),An Nam Corner - Dreamer,0.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2430000,2430000,0.0,5.2,113.0,,1.4,1,1,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),An Nam Corner - Sky,0.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2340000,2340000,0.0,5.2,169.0,,1.3,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Pullman Saigon Centre,5.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Premium/Luxury,Phòng Executive có giường cỡ King với quyền lui tới Executive Lounge,Double/Large,Phòng Executive có giường cỡ King với quyền lui tới Executive Lounge,34800000,34800000,0.0,8.5,660.0,,1.5,0,1,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Mỹ Hảo Hotel - Quận 10,0.0,Quận 10,"Quận 10, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi Hạng Tiết Kiệm,Double/Large,Phòng Giường Đôi Hạng Tiết Kiệm,2180000,6728395,67.6,7.7,6.0,,3.7,1,0,Ưu Đãi Cuối Năm,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Lan Quế Phường Hotel,0.0,Other,TP. Hồ Chí Minh,Other,Phòng Tiêu Chuẩn Có Giường Cỡ King,Double/Large,2 giường đôi,2530000,2530000,0.0,10.0,2.0,,4.7,1,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Raddison Luxury Apart-Landmark 81 Area &Great Park,3.0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh (Hàng Xanh)",Family/Large,Căn Hộ 4 Phòng Ngủ,Double/Large,"5 giường (1 giường sofa, 4 giường đôi lớn)",3870000,3870000,0.0,8.1,48.0,,3.1,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Bin Bin Hotel 3 - Near SC Vivo City D7,2.0,Quận 7,"Quận 7, TP. Hồ Chí Minh (Phú Mỹ Hưng)",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,3280500,3645000,10.0,7.5,10.0,,4.8,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),A&E Guesthouse - Near Bui Vien Walking Street,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,1 giường đôi lớn,3353400,3353400,0.0,8.4,29.0,,1.4,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Khách sạn Mỹ Anh,0.0,Quận 10,"Quận 10, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,1800000,1800000,0.0,7.3,24.0,,4.1,1,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Phú Gia 113 NTT,0.0,Quận 7,"Quận 7, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2632500,4050000,35.0,7.3,27.0,,4.8,1,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Thiên Hà Hotel,1.0,Quận 7,"Quận 7, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,2296000,6560000,65.0,,,,4.7,0,0,Ưu Đãi Cuối Năm,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Phú Gia 464 NVL,0.0,Quận 7,"Quận 7, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Có Giường Cỡ King,Double/Large,Phòng Deluxe Có Giường Cỡ King,2398500,3690000,35.0,7.0,30.0,,5.0,1,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Senerity Sky Villas By Luminous Luxury Apartment,5.0,Quận 3,"Quận 3, TP. Hồ Chí Minh",Family/Large,Căn Hộ Cao Cấp 4 Phòng Ngủ,Double/Large,"5 giường (1 giường đôi, 1 giường sofa, 3 giường đôi lớn)",19417232,24578775,21.0,9.9,55.0,,1.3,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Metropole Thủ Thiêm with Signature Collection by V Living,3.0,Other,TP. Hồ Chí Minh,Family/Large,Căn hộ Áp mái 4 Phòng ngủ,Double/Large,"4 giường (1 giường đôi, 2 giường đôi rất lớn, 1 giường sofa)",9315000,20700000,55.0,9.7,3.0,,1.5,1,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Landmark 81 Luxe Skyline Residence,0.0,Other,TP. Hồ Chí Minh,Family/Large,Căn hộ 4 phòng ngủ có Ban công,Double/Large,"5 giường (4 giường đôi rất lớn, 1 giường sofa)",6578000,29900000,78.0,10.0,3.0,,1.5,0,0,Ưu Đãi Trong Thời Gian Có Hạn,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Lê Ngân Phùng Hotel 79 HOA SỮA PHƯỜNG 7 PHÚ NHUẬN,2.0,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Family/Large,Phòng Deluxe Gia đình,Double/Large,4 giường đôi lớn,1952000,2440000,20.0,5.7,170.0,,2.8,0,0,Ưu Đãi Cuối Năm,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Cát Tường Hotel,0.0,Quận 3,"Quận 3, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,2 giường đôi lớn,2887960,8494000,66.0,4.6,13.0,,1.1,0,0,Ưu Đãi Cuối Năm,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Novotel Saigon Centre,4.0,Quận 3,"Quận 3, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,21050000,21050000,0.0,8.7,360.0,,1.0,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Landmark Luxury Apartment 1234PN,0.0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh (Hàng Xanh)",Family/Large,Studio Gia Đình,Double/Large,"4 giường (2 giường đôi rất lớn, 2 giường đôi lớn)",5200000,6500000,20.0,7.5,4.0,,3.0,1,0,Ưu Đãi Cuối Năm,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Beautiful Hotel Bui vien,2.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Deluxe,Phòng Deluxe Có Giường Cỡ King,Double/Large,Phòng Deluxe Có Giường Cỡ King,3506000,9400000,62.7,7.5,20.0,,1.1,1,0,Ưu Đãi Cuối Năm,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Chạm's Hotel & Homestay,5.0,Other,"Thảo Điền, TP. Hồ Chí Minh",Standard/Superior,Phòng Đơn Có Phòng Tắm Riêng,Single/Twin,1 giường đơn,5450000,10900000,50.0,9.3,24.0,9.7,4.5,1,0,Ưu Đãi Cuối Năm,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),CHEZ LOTUS VN,0.0,Quận 4,"Quận 4, TP. Hồ Chí Minh",Family/Large,Phòng Gia Đình Có Ban Công,Double/Large,"2 giường (1 giường đơn, 1 giường đôi lớn)",3203550,6407100,50.0,8.1,133.0,,2.3,1,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Beautiful Bui vien Hotel,2.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Standard/Superior,Phòng Superior 3 Người,Double/Large,"4 giường (2 giường đơn, 2 giường đôi lớn)",3665200,4760000,23.0,8.4,5.0,9.5,1.1,1,0,Ưu Đãi Cuối Năm,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Hotel Nikko Saigon,5.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Có Giường Cỡ King,Double/Large,Phòng Deluxe Có Giường Cỡ King,29956355,41036105,27.0,9.0,1.142,,2.3,0,0,Ưu Đãi Cuối Năm,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Golden Sun Hotel Apartments 7 - Quận 7,0.0,Quận 7,"Quận 7, TP. Hồ Chí Minh",Apartment/Studio,Studio Có Ban Công,Double/Large,1 giường đôi lớn,2980800,3312000,10.0,7.8,5.0,,4.0,1,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Marie-Line Bis Hotel,0.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Deluxe,Phòng Deluxe Giường Đôi Có Ban Công,Double/Large,Phòng Deluxe Giường Đôi Có Ban Công,3422000,3422000,0.0,8.7,3.0,,1.4,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Ngọc Châu Hotel Hồ Chí Minh,0.0,Quận 10,"Quận 10, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,2353750,6725000,65.0,7.6,5.0,,2.7,0,0,Ưu Đãi Cuối Năm,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Du Thuyền Hotel Hồ Chí Minh,0.0,Quận 10,"Quận 10, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,2502500,7150000,65.0,7.5,4.0,,2.3,0,0,Ưu Đãi Cuối Năm,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),HONG CUC Hotel,0.0,Quận 5,"Quận 5, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,5 giường đôi lớn,1750000,1750000,0.0,6.4,34.0,,4.0,1,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),ANH KHOA 1 HOTEL Quận 2,2.0,Other,TP. Hồ Chí Minh,Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2045000,2045000,0.0,6.7,55.0,,4.1,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),T78 Hotel Managed by Nha khach T78,3.0,Quận 3,"Quận 3, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi Hạng Tiết Kiệm,Double/Large,Phòng Giường Đôi Hạng Tiết Kiệm,4320630,7083000,39.0,7.9,61.0,,1.9,1,1,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Victory Hotel 2A,0.0,Quận 7,"Quận 7, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,2510605,2588250,3.0,8.3,33.0,,4.3,1,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),New Sun Hotel Phu Nhuan,3.0,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,3420654,5105454,33.0,6.3,31.0,,2.5,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Ngọc Lan Hotel,2.0,Quận 11,"Quận 11, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Có Giường Cỡ Queen,Double/Large,Phòng Superior Có Giường Cỡ Queen,2873750,5225000,45.0,7.5,53.0,,4.7,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Ky Hoa Hotel Ho Chi Minh,3.0,Quận 10,"Quận 10, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,5130000,5130000,0.0,7.6,34.0,,2.8,0,1,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Chez Lotus Rose,0.0,Quận 4,"Quận 4, TP. Hồ Chí Minh",Other,Phòng cho 3 người có Ban Công,Double/Large,"2 giường (1 giường đơn, 1 giường đôi lớn)",3055500,3055500,0.0,8.6,102.0,,2.3,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),The Landmark Plus Vinhomes Serenity,4.0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh (Hàng Xanh)",Family/Large,Căn hộ 4 phòng ngủ có Ban công,Double/Large,"4 giường (2 giường đôi rất lớn, 2 giường đôi lớn)",7000000,70000000,90.0,8.3,21.0,,3.1,1,0,Ưu Đãi Cuối Năm,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Van Giao Hotel,3.0,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2047500,2047500,0.0,7.1,51.0,,4.3,1,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Hoang Phi Saigon Hotel & Spa,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Family/Large,Phòng Deluxe Gia đình,Double/Large,2 giường đôi,5415000,10830000,50.0,7.9,128.0,,1.3,1,0,Ưu Đãi Cuối Năm,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Acorn Hotel,0.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,2 giường đôi lớn,2975000,4250000,30.0,6.5,85.0,,1.1,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),LeeVy District 7 - Quận 7 Hồ Chí Minh,4.0,Quận 7,"Quận 7, TP. Hồ Chí Minh",Other,Căn hộ 2 phòng ngủ nhìn ra cảnh thành phố,Double/Large,"3 giường (1 giường đôi rất lớn, 1 giường sofa, 1 giường đôi lớn)",7828483,9546930,18.0,7.9,42.0,,3.2,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Song Xanh Hotel near SECC - FV,2.0,Quận 7,"Quận 7, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Giường Đôi,Double/Large,Phòng Superior Giường Đôi,2691000,4140000,35.0,6.7,48.0,,4.9,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Midas Hotel 2,3.0,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Giường Đôi Có Bồn Tắm,Double/Large,Phòng Deluxe Giường Đôi Có Bồn Tắm,4235000,4235000,0.0,7.7,37.0,,2.7,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Spring House Park View - Central City,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Standard/Superior,Phòng Tiêu Chuẩn Có Giường Cỡ Queen,Double/Large,Phòng Tiêu Chuẩn Có Giường Cỡ Queen,4538583,7440300,39.0,7.9,33.0,9.4,1.1,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),NamiStay Homes Center Sai Gon,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Có Giường Cỡ Queen Với Ban Công,Double/Large,Phòng Có Giường Cỡ Queen Với Ban Công,3415500,4162500,17.9,8.9,77.0,,2.0,1,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Lan Anh Hotel,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Deluxe,Phòng Deluxe Giường Đôi Có Bồn Tắm,Double/Large,Phòng Deluxe Giường Đôi Có Bồn Tắm,4375833,5148040,15.0,7.1,38.0,9.4,1.1,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),The Passion Suites Hotel & Spa - Bui Thi Xuan Street,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Có Giường Cỡ Queen,Double/Large,Phòng Superior Có Giường Cỡ Queen,7350000,14700000,50.0,7.4,53.0,,1.1,1,1,Ưu Đãi Cuối Năm,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),The Metropole Zenith Sky Residence,0.0,Other,TP. Hồ Chí Minh,Family/Large,Căn hộ 4 phòng ngủ có Ban công,Double/Large,"5 giường (4 giường đôi rất lớn, 1 giường sofa)",8560000,21400000,60.0,7.8,4.0,,1.6,0,0,Ưu Đãi Cuối Năm,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Khách Sạn Cường Thanh 1,0.0,Quận 10,"Quận 10, TP. Hồ Chí Minh",Other,Phòng Tiêu Chuẩn Có Giường Cỡ King,Double/Large,5 giường đôi cực lớn,2400000,2400000,0.0,5.0,14.0,,3.2,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),DNTN KHách Sạn Hải Thanh Ba,1.0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh",Standard/Superior,Phòng 3 Người,Double/Large,1 giường đôi lớn,2166150,2166150,0.0,9.7,3.0,,3.5,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Nhat Binh 2 Hotel,1.0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,5 giường đôi lớn,1750000,1750000,0.0,7.1,58.0,,4.2,1,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Charm Hotel Hồ Chí Minh,0.0,Quận 7,"Quận 7, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,1924560,6415200,70.0,1.0,1.0,,4.0,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),LuvFlix,0.0,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Presidential/Suite,Suite,Double/Large,"2 giường (1 giường đôi, 1 giường sofa)",3150000,3150000,0.0,,,,2.7,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Tan Da Hotel,1.0,Quận 5,"Quận 5, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn 2 Giường Đơn,Single/Twin,Phòng Tiêu Chuẩn 2 Giường Đơn,3454087,3454087,0.0,6.8,46.0,,4.7,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Urban Hotel,3.0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,3571100,5330000,33.0,8.2,11.0,,4.2,0,0,Ưu Đãi Cuối Năm,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Skyline Serenity 3Br Luxury Villa 6 Star D1 RiverView,4.0,Other,TP. Hồ Chí Minh,Family/Large,Căn Hộ 3 Phòng Ngủ,Double/Large,1 giường đôi cực lớn,6930000,6930000,0.0,,,,1.4,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Hoàng Oanh Hotel,2.0,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior 4 Người,Double/Large,Loại giường: giường đôi hoặc giường đôi,2560000,2560000,0.0,7.8,5.0,,4.2,1,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Lai Hotel Khách Sạn Lai Lai PREMIUM,5.0,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi Có Phòng Tắm Riêng,Double/Large,Phòng Giường Đôi Có Phòng Tắm Riêng,3150000,3150000,0.0,4.0,2.0,,2.4,1,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),La Cigale Residence,3.0,Quận 7,"Quận 7, TP. Hồ Chí Minh (Phú Mỹ Hưng)",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,2 giường đôi lớn,4179600,4644000,10.0,7.9,18.0,,4.9,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),H2T Home,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh (Pham Ngu Lao)",Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,5129240,5129240,0.0,8.3,61.0,,1.4,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),S79 Sunflower Hotel & Spa,3.0,Quận 10,"Quận 10, TP. Hồ Chí Minh",Standard/Superior,Phòng Tiêu Chuẩn Có Giường Cỡ Queen,Double/Large,Phòng Tiêu Chuẩn Có Giường Cỡ Queen,5424990,5424990,0.0,5.4,8.0,,3.1,1,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Minh Tam Hotel & Spa 3/2,3.0,Quận 10,"Quận 10, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Giường Đôi,Double/Large,2 giường đôi lớn,5070000,7800000,35.0,7.1,64.0,,2.3,0,1,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Chotel Ben Thanh,3.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Family/Large,Phòng Gia Đình,Other,Nhiều loại giường,7080000,8850000,20.0,7.4,71.0,,1.1,0,0,Ưu Đãi Cuối Năm,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Nhật Hoàng Hotel Q4 -by BAY LUXURY,1.0,Quận 4,"Quận 4, TP. Hồ Chí Minh",Standard/Superior,Phòng Superior Có Giường Cỡ Queen,Double/Large,Phòng Superior Có Giường Cỡ Queen,2740000,2740000,0.0,6.6,5.0,,1.7,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Venice Hotel,2.0,Other,TP. Hồ Chí Minh,Standard/Superior,Phòng Tiêu Chuẩn Giường Đôi,Double/Large,Phòng Tiêu Chuẩn Giường Đôi,2314150,4285465,46.0,7.9,15.0,9.3,4.3,0,0,Ưu Đãi Cuối Năm,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Kim Yen Hotel,2.0,Quận Phú,"Quận Phú Nhuận, TP. Hồ Chí Minh",Premium/Luxury,Phòng Premium Deluxe Giường Đôi,Double/Large,Phòng Premium Deluxe Giường Đôi,2853875,2853875,0.0,7.6,38.0,,3.4,1,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Nhat Binh Hotel,1.0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi,Double/Large,Phòng Giường Đôi,2050000,2050000,0.0,7.5,36.0,,4.2,1,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),DAHLIALAND SAIGON HOTEL & SWIMMING PooL,4.0,Quận 1,"Quận 1, TP. Hồ Chí Minh",Standard/Superior,Phòng Giường Đôi/2 Giường Đơn,Double/Large,Phòng Giường Đôi/2 Giường Đơn,7836599,15673196,50.0,8.5,630.0,,1.3,0,1,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Tulip Hotel,3.0,Other,TP. Hồ Chí Minh,Standard/Superior,Phòng Có Giường Cỡ King Với Ban Công,Double/Large,Phòng Có Giường Cỡ King Với Ban Công,4180000,4180000,0.0,9.0,1.0,,4.4,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Midas Hotel,0.0,Quận 10,"Quận 10, TP. Hồ Chí Minh",Standard/Superior,Phòng có giường cỡ King với Bồn tắm Spa,Double/Large,1 giường đôi cực lớn,4565000,4565000,0.0,6.0,84.0,,3.0,0,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Vĩnh Phú Gia Hotel,0.0,Quận 7,"Quận 7, TP. Hồ Chí Minh",Deluxe,Phòng Deluxe Có Giường Cỡ King,Double/Large,Phòng Deluxe Có Giường Cỡ King,2767500,3690000,25.0,7.6,33.0,,5.0,1,0,No Deal,6,1,7,12/17/2025
Random_6A_1C_5R_Ages(7),Serenity Services Apartments Vinhomes and Landmark 81,0.0,Quận Bình,"Quận Bình Thạnh, TP. Hồ Chí Minh (Hàng Xanh)",Family/Large,Căn Hộ 4 Phòng Ngủ,Double/Large,4 giường đôi lớn,6344000,6344000,0.0,,,,3.2,1,0,No Deal,6,1,7,12/17/2025
